stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
TORRE IN PIETRA-PALIDORO,4.666666666666667,3.0,3,3,1,1,0,41.92432,12.183116
TORRE ORSAIA,12.428571428571429,14.0,5,7,6,6,6,40.099017,15.481204
TORREBERETTI,2.8021739130434784,2.0,60,3680,1101,529,135,45.060533,8.660431
TORREGROTTA,10.928571428571429,11.0,9,14,14,13,9,38.208376,15.352813
TRACCIA,4.431718061674009,3.0,4,227,100,29,10,,
TRAVEDONA BIANDRONNO,4.14041404140414,2.0,32,2222,813,471,145,45.809601,8.696322
TRENTO,2.437492593909231,2.0,137,8439,2703,1541,561,46.072414,11.118941
TREVIGLIO,1.5002269632319565,0.0,182,13218,3036,1882,726,45.515063,9.587919
TREZZANO S.N.,3.0,3.0,1,1,0,0,0,45.422203,9.071196
TRINITAPOLI S.FERDIN. DI P.,3.190557065217391,2.0,67,2944,893,512,162,41.349677,16.090839
TRINITA` BENE VAGIENNA,1.15527950310559,1.0,18,1288,69,44,7,44.504656,7.752647
TUORO SUL TRASIMENO,4.166371681415929,3.0,8,565,274,169,26,43.196631,12.0796
TUSA,0.3147468818782098,-1.0,23,1363,122,81,36,38.007989,14.256693
URAS MOGORO,2.5394594594594593,1.0,45,1850,428,232,78,39.692629,8.696459
VADA,3.587150127226463,2.0,30,1572,550,299,86,43.352641,10.470376
VAIRANO,2.606898602438299,2.0,60,3363,867,506,229,41.317446,14.104022
VALLECROSIA,13.357142857142858,10.0,8,14,10,9,7,43.787619,7.634997
VALLO DELLA LUC. CASTELNUOVO,5.444998687319506,2.0,59,3809,1484,1051,483,40.233316,15.266511
VARALLO POMBIA,2.673449612403101,2.0,14,1032,195,70,20,45.670032,8.620047
VARIGNANA,5.458618721461187,4.0,58,3504,2165,1198,307,44.436796,11.523078
VENAFRO,-2.0032,-2.0,30,1250,140,92,48,41.482975,14.048722
VENEZIA CARPENEDO,10.892857142857142,9.0,18,28,23,20,12,45.506697,12.247609
VENEZIA PORTO MARGHERA,6.613793103448276,6.0,97,290,252,156,31,45.472381,12.256536
VERCELLI,1.7156549520766773,1.0,99,6886,1252,657,240,45.329909,8.416028
VERDELLO DALMINE,1.2969211822660098,1.0,111,8120,939,494,192,45.605715,9.619797
VESPOLATE,2.5419847328244276,2.0,31,1703,359,177,48,45.351517,8.671947
VEZZANO LIGURE,2.294868455326908,1.0,64,3839,973,535,161,44.127081,9.88928
VIAREGGIO,3.200391107451626,2.0,174,9716,3313,1941,619,43.865947,10.257886
VIBO MARINA,4.121065375302663,3.0,26,1239,446,227,68,38.713731,16.120199
VICCHIO,2.786525359576079,2.0,45,2642,776,428,94,43.933463,11.457634
VICENZA,0.6983085079525372,0.0,200,11883,2003,1154,494,45.541102,11.540762
VICOFERTILE,2.5160680529300565,2.0,50,2116,537,301,95,44.778436,10.25834
VIGLIANO D`ASTI,1.4804347826086957,1.0,16,920,70,32,11,44.827335,8.218271
VIGNA DI VALLE,3.7410008779631254,3.0,31,2278,905,300,32,42.076863,12.210716
VIGNOLA,1.851664984863774,1.0,17,991,136,68,32,,
VILLA DI TIRANO,2.2422360248447206,1.0,5,322,39,25,13,46.196164,10.13033
VILLA S.G.CANNITELLO,1.0,1.0,1,1,0,0,0,38.23409,15.653246
VILLADOSSOLA,1.6339362618432385,1.0,18,1161,138,68,26,46.064151,8.264675
VILLAFRANCA - BAGNONE,2.3721739130434782,1.0,55,3450,924,540,158,44.294399,9.948096
VILLAFRANCA C.,0.7164129715420251,0.0,39,3022,411,222,30,44.908916,8.043692
VILLAFRANCA DI VERONA,2.7345299952763344,2.0,30,2117,601,287,80,45.349801,10.849016
VILLAFRANCA TIRRENA,11.25,11.0,5,8,8,8,5,38.233517,15.42892
VILLAROSA,2.536312849162011,1.0,16,716,130,69,37,37.567205,14.200464
VILLASANTA,1.8948863636363635,1.0,40,3168,667,330,77,45.603434,9.304923
VILLASOR,1.1902897415818323,1.0,56,2554,257,140,59,39.381451,8.935907
VIPITENO,1.245758483033932,-1.0,55,4008,656,450,210,46.895732,11.440206
VITERBO PORTA FIORENTINA,0.6864784546805349,0.0,28,1346,136,82,42,42.425237,12.106204
VITTUONE ARLUNO,3.1171457219251337,2.0,105,5984,1854,942,245,45.491054,8.947299
VOGOGNA OSSOLA,3.5439895470383274,2.0,48,2296,631,396,141,46.005883,8.294664
VOLTANA,2.8746203904555316,2.0,35,2305,586,266,72,44.540369,11.93605
ZAPPULLA,1.0953740719588807,0.0,30,1751,193,111,36,38.116962,14.703086
ZINASCO NUOVO,5.871120462914256,5.0,28,1901,1301,677,140,45.124555,8.999657
ZOAGLI,13.5,10.0,5,6,4,4,3,44.33546,9.269126
ABANO TERME,1.7758945386064031,2.0,34,2124,459,268,66,45.355199,11.811533
ABBADIA LARIANA,1.2241537053979872,1.0,28,2186,333,219,99,45.895864,9.335175
ACERRA,3.0193548387096776,2.0,78,5115,1494,778,263,40.939066,14.372243
ACQUA ACETOSA,2.9712732919254656,2.0,39,2576,812,276,29,41.794294,12.616449
ACQUAPPESA,14.0,12.0,2,2,2,2,2,39.48648,15.955992
ACQUI TERME,3.531089978054133,3.0,41,2734,994,453,103,44.67407,8.474482
AGRIGENTO BASSA,1.4055533828705515,1.0,38,2557,364,172,60,37.319148,13.588094
AGROPOLI CASTELLABATE,4.873589817761064,1.0,56,3457,1200,874,446,40.351521,15.002053
AIELLI,2.481132075471698,1.0,9,212,28,21,8,,
AIRASCA,4.418723404255319,4.0,46,3525,2073,1247,134,44.928093,7.483536
ALASSIO,4.998250983821601,4.0,85,4574,2412,1614,490,44.007889,8.17112
ALBANO DI LUCANIA,3.211480362537764,1.0,4,331,86,52,14,40.574707,16.021247
ALBANO LAZIALE,-0.6892733564013841,-1.0,24,1445,25,13,5,41.72632,12.658056
ALBANOVA,12.3125,13.0,14,16,13,13,9,40.996117,14.128596
ALBATE-TRECALLO,2.538695917123705,2.0,22,1641,396,160,19,45.777391,9.095752
ALBIZZATE SOLBIATE ARNO,2.3112281976744184,1.0,93,5504,1534,980,359,45.724117,8.80621
ALESSANDRIA,1.4793593503270923,1.0,149,8866,2190,1293,394,44.909091,8.606498
ALICE BELCOLLE,0.9135538954108858,0.0,16,937,36,18,7,44.722636,8.440076
ALI` TERME,2.3354621848739496,1.0,52,2975,722,459,163,38.013952,15.435184
ALTOPASCIO,4.433988439306359,4.0,121,4325,2290,1396,292,43.817418,10.672754
AMANTEA,3.2447706422018348,0.0,51,2725,529,355,208,39.134353,16.068448
AMBIVERE MAPELLO,3.6120317002881843,3.0,35,2776,946,492,114,45.722163,9.550444
ANCONETTA,0.7689450222882616,1.0,37,2692,1011,245,47,45.565249,11.567865
ANGRI,3.381997583568264,3.0,68,4966,1878,809,211,40.746404,14.575366
ANTRODOCO BORGO VELINO,2.422520107238606,2.0,32,1865,486,206,64,42.415393,13.076193
ANZIO,1.8323786554115165,2.0,58,3317,370,144,63,41.4532,12.633205
ANZIO COLONIA,2.0853174603174605,2.0,54,3024,333,123,60,41.459893,12.617442
APPIANO,2.130678693213068,1.0,152,9091,1414,496,110,41.909342,12.43838
ARDORE,2.293286219081272,1.0,12,849,187,116,39,38.175698,16.207311
AREZZO,2.498925963053129,1.0,115,6983,2075,1273,532,43.461725,11.874189
ARIANO IRPINO,2.95,1.0,4,200,61,48,28,41.181883,15.117508
ARQUA`,3.32574679943101,2.0,10,703,245,147,42,45.006465,11.748518
ARTEGNA,3.0,3.0,1,1,0,0,0,46.23115,13.162328
ASCEA,5.554993252361673,2.0,51,2964,1123,797,356,40.140955,15.172626
ASCIANO MONTE OLIVETO MAGGIORE,3.4520408163265306,3.0,38,1960,721,303,55,43.231706,11.563621
ASCOLI SATRIANO,2.3459119496855347,1.0,10,636,181,117,37,41.219859,15.547828
ASSEMINI CARMINE,0.21823334907888522,0.0,39,2117,119,31,6,,
ASSISI,3.4163802978235966,2.0,56,3492,1376,846,195,43.058921,12.585304
ASSO,0.016695957820738138,0.0,18,1138,0,0,0,45.855228,9.268513
AVERSA,2.4700595877698546,1.0,170,10237,2367,1630,781,40.973323,14.218578
AVIGLIANA,1.4185970636215335,1.0,110,6130,868,466,128,45.085276,7.401096
BAGNARA,0.9881789137380191,-1.0,54,3130,366,239,98,38.282695,15.800327
BAGNOLO MELLA,2.697172034564022,2.0,31,2546,572,244,86,45.428532,10.183617
BARBERINO VAL D`ELSA,6.3273809523809526,6.0,30,168,132,85,20,,
BARCELLONA,2.028703703703704,1.0,73,4320,758,450,209,38.14918,15.212499
BARI PARCO NORD,57.0,57.0,1,1,1,1,1,41.123916,16.837018
BARI TORRE A MARE,1.7888958594730238,1.0,125,6376,1306,673,240,41.082637,16.995772
BARI TORRE QUETTA,11.0,0.0,2,2,1,1,1,,
BARONISSI,1.5481299816063765,1.0,32,1631,318,170,39,40.743779,14.77224
BARRUCCANA,0.030916030534351144,-1.0,49,2620,218,126,47,,
BASILIANO,2.0878574388727724,2.0,38,2413,360,171,45,46.012737,13.109233
BASSANO DEL GRAPPA,0.31468023255813954,0.0,58,4128,571,200,48,45.766697,11.741525
BAZZANA,0.9124613800205973,0.0,16,971,57,32,11,44.777094,8.401557
BAZZANO,-0.08877507469056765,-1.0,41,2343,197,74,37,,
BEFFI,1.4038461538461537,1.0,9,104,8,2,1,42.197341,13.660759
BELGIRATE,4.985595147839272,3.0,32,1319,611,423,223,45.843337,8.570821
BERCETO,2.581954417733375,1.0,54,3203,967,627,198,44.555912,9.931759
BERCHIDDA,1.5038961038961038,1.0,22,770,80,37,15,40.772052,9.181312
BESOZZO,2.5920655454937473,1.0,34,2319,683,403,122,45.842188,8.662997
BIANZE`,2.075675675675676,1.0,34,2035,453,226,66,45.309488,8.115523
BICOCCA,1.1898864809081526,0.0,33,969,143,92,36,37.460617,15.044594
BIFORCO,4.922721268163804,4.0,22,1514,859,457,114,44.068431,11.602243
BOLLATE CENTRO,0.6996151996151996,0.0,101,8316,581,215,25,,
BONORVA,1.922680412371134,1.0,12,388,64,38,19,40.417763,8.760707
BORGIO VEREZZI,5.0,5.0,1,1,1,0,0,44.157722,8.30908
BORGO A BUGGIANO,4.745128205128205,4.0,61,1950,1050,685,201,43.880724,10.730079
BORGO TICINO,1.9959250203748982,2.0,28,1227,201,89,23,45.691943,8.602483
BORGO VALSUGANA EST,2.6133333333333333,2.0,16,1200,341,133,19,46.05224,11.462119
BORGORATTO,0.7404580152671756,0.0,21,1310,136,81,33,44.835999,8.538182
BORORE,0.3078393881453155,-1.0,14,523,47,30,14,40.218992,8.809535
BOVINO DELICETO,16.0,16.0,1,1,1,1,1,41.27835,15.369255
BRENNA-ALZATE,18.0,18.0,1,1,1,1,1,45.754044,9.183312
BRESSANA BOTTARONE,4.976019184652278,3.0,33,2502,1179,769,218,45.086298,9.110602
BUCINE,6.916030534351145,5.0,27,131,104,57,21,43.480478,11.617609
BUSSI,0.48936170212765956,0.0,9,564,32,19,13,42.194154,13.849075
BUTTRIO,1.8122727272727273,1.0,47,2200,281,139,44,46.012664,13.329039
Bazzano (AQ),5.700819672131147,5.0,9,488,419,240,23,,
CADEO,2.446700507614213,1.0,7,591,125,85,34,44.967283,9.853181
CALDE`,4.5447191011235955,3.0,32,2225,1042,601,123,45.945812,8.663157
CALENZANO,12.777777777777779,9.0,6,9,9,7,4,43.856429,11.14537
CALTANISSETTA XIRBI,1.162143826322931,-1.0,59,2948,454,261,116,37.536296,14.056902
CALVISANO,5.567963617988883,3.0,24,1979,953,626,261,45.346572,10.349411
CAMBIANO SANTENA,1.2341701011614836,1.0,33,2669,323,123,22,44.966491,7.773225
CAMNAGO-LENTATE,3.2678747940691926,2.0,108,6070,1918,1074,353,45.668425,9.133451
CAMOGLI SAN FRUTTUOSO,10.029411764705882,8.0,25,34,25,21,12,44.348166,9.156743
CAMPAGNA SERRE PERSANO,2.997995991983968,2.0,11,499,119,58,23,40.595667,15.113986
CAMPELLO,2.5771670190274842,1.0,9,473,106,50,14,42.822814,12.761253
CAMPOFELICE,-0.03299492385786802,-1.0,24,1576,96,64,32,37.992615,13.876549
CAMPOLEONE,2.0350245891807606,1.0,156,8337,1704,854,267,41.642396,12.648341
CAMPOMARINO,3.1041322314049586,2.0,8,605,192,106,24,41.957398,15.042416
CAMPORGIANO,3.4965415019762847,3.0,33,2024,746,368,45,44.161448,10.334849
CAMPOSAMPIERO,0.5470288624787776,0.0,120,5890,423,212,69,45.568922,11.928293
CAMPOSANTO,2.7004675628287553,2.0,60,3422,864,490,112,44.787527,11.143587
CANCELLIERA,4.098248286367098,3.0,65,2626,1049,478,111,41.710587,12.621758
CANCELLO ARNONE,2.3100097181729833,1.0,18,1029,223,149,61,41.063369,14.02901
CAPACCIO ROCCADASPIDE,3.5307125307125307,1.0,43,2849,906,622,281,40.454518,15.013551
CAPISTRELLO,2.5344180225281603,1.0,16,799,114,63,30,41.97051,13.399276
CAPO BONIFATI,3.26282722513089,2.0,32,1910,607,315,102,39.558342,15.874052
CAPO D`ORLANDO-NASO,3.150546677880572,1.0,61,3567,827,512,245,38.157941,14.744844
CAPRANICA,1.2810057764186205,1.0,57,2943,458,199,64,42.245195,12.157194
CARIATI,6.266334440753045,4.0,25,1806,976,696,316,39.496884,16.952018
CARMAGNOLA,1.5418637913961932,1.0,137,9089,1265,572,196,44.846944,7.72797
CARONIA,0.9764035801464606,0.0,23,1229,126,71,28,38.034475,14.443761
CARPANE`VALSTAGNA,1.6145648312611012,1.0,15,1126,118,37,13,45.860128,11.661183
CARRARA AVENZA,8.709677419354838,8.0,61,155,110,92,48,44.051239,10.062927
CARRITO-ORTONA,5.354838709677419,3.0,5,31,14,10,7,42.026506,13.720179
CARRUBA,14.428571428571429,11.0,5,7,6,5,4,37.694344,15.196143
CARSOLI,1.775812619502868,1.0,34,2092,411,233,81,42.09578,13.080388
CASALBUTTANO,3.2467489163054353,1.0,44,2999,858,574,249,45.255398,9.962361
CASALECCHIO DI RENO,3.2374002280501712,3.0,63,4385,1528,617,83,44.474298,11.276097
CASALNUOVO,2.6467671558905197,2.0,77,5042,1502,773,255,40.915559,14.35296
CASSAGO-NIBIONNO-BULCIAGO,3.393909626719057,3.0,38,3054,1108,513,79,45.746243,9.279834
CASSANO D`ADDA,2.5488334237655996,1.0,108,7372,1794,1124,380,45.514372,9.512746
CASSINO,0.3562098738100509,-1.0,80,4517,583,397,255,41.484306,13.832125
CASSOLA,0.8,0.0,9,10,1,1,0,45.732291,11.795866
CASTEL D`ARIO,1.0081360946745561,0.0,23,1352,183,97,42,45.183399,10.97531
CASTEL S.GIORGIO ROCCAPIEMONTE,5.0,5.0,1,1,1,0,0,40.758713,14.692352
CASTEL S.GIOVANNI,4.474347434743474,3.0,30,2222,902,536,207,45.063272,9.436856
CASTELLANETA MARINA,3.190332326283988,1.0,5,331,81,59,23,40.481111,16.965434
CASTELLANZA,0.8467899891186071,0.0,85,4595,299,92,25,,
CASTELRAIMONDO CAMERINO,3.1088992974238874,3.0,37,1708,649,297,62,43.210511,13.057274
CASTELVETRANO,-0.20132013201320131,-2.0,25,1515,216,145,74,37.684977,12.799552
CASTIGLIONCELLO,5.6767676767676765,4.0,28,99,56,40,16,43.404619,10.414354
CATANIA CENTRALE,0.9582046530780317,-1.0,105,4857,843,597,376,37.506211,15.099417
CATENANUOVA,2.75975975975976,1.0,19,666,177,108,55,37.562026,14.688263
CATTOLICA S.GIOVANNI GABICCE,2.613624124932687,1.0,55,3714,937,589,249,43.959931,12.745087
CAVA CARBONARA,3.4137592137592137,3.0,26,2035,894,382,109,45.147055,9.071387
CAVALLERMAGGIORE,1.9646405118706853,1.0,94,5939,1062,471,170,44.708147,7.692108
CAVAZZALE,1.5775798069784708,2.0,37,2694,529,216,46,45.596079,11.569823
CECCHINA,2.833827093994075,2.0,83,3713,908,449,133,41.692029,12.650992
CELANO-OVINDOLI,1.1003460207612457,1.0,11,289,35,20,7,42.076999,13.543398
CENGIO,2.0188545001778726,1.0,35,2811,464,239,88,44.390798,8.191824
CERNUSCO-MERATE,3.1301369863013697,1.0,73,5548,1392,835,306,45.695096,9.396794
CETRARO,2.861656294877932,1.0,35,2089,445,260,106,39.512553,15.939263
CEVA,1.0544102737411287,0.0,37,2959,347,196,82,44.389861,8.031958
CHATILLON SAINT VINCENT,2.0228426395939088,1.0,82,3152,672,332,133,45.7434,7.619309
CHIARI,11.86111111111111,10.0,28,36,32,30,15,45.54011,9.926474
CHIASSO,-0.2434845999635502,-2.0,85,5487,777,493,209,45.830736,9.03421
CHIETI,1.299265410412009,1.0,53,3131,411,174,73,42.356905,14.13815
CHIVASSO,1.5429362880886426,1.0,179,10108,1766,812,296,45.193637,7.889666
CIAMPINO,1.2507825024811055,1.0,241,13099,1926,826,240,41.804442,12.599546
CIRO',5.577753182069729,4.0,25,1807,914,624,252,39.368701,17.116997
CISTERNINO,13.666666666666666,12.0,3,3,3,3,3,40.816652,17.456899
CITTADUCALE,3.547159699892819,3.0,32,1866,762,352,74,42.387764,12.94269
CIVITA CASTELLANA,0.6067214873078298,0.0,58,2797,202,84,35,42.346593,12.453821
CLASSE,5.078431372549019,3.0,20,1275,490,323,134,44.382033,12.234995
COCULLO,0.9753521126760564,-1.0,10,284,47,35,18,42.040723,13.776636
COLFELICE,2.2,1.0,7,10,2,2,0,,
COLICO,3.2734671730873575,2.0,93,5529,1658,984,383,46.138019,9.375222
COLLE MATTIA,1.4921060470658325,1.0,58,3357,451,224,71,41.832756,12.728329
COLLECCHIO,3.012491325468425,2.0,59,2882,890,487,146,44.755339,10.21228
COLOGNE,5.5,5.0,4,4,3,2,1,45.576627,9.935316
COMISO,3.05456570155902,2.0,15,898,302,182,73,36.947184,14.60037
CONTESSE,0.7958015267175572,0.0,14,1048,88,40,15,38.16193,15.544717
CORSICO,2.0,2.0,1,1,0,0,0,45.434688,9.105156
CRESPELLANO,2.147239263803681,2.0,46,2608,537,186,27,,
CROCICCHIE,10.68421052631579,4.0,13,19,10,8,5,42.0559,12.238888
CROPANI,3.9848024316109423,3.0,33,2303,840,492,170,38.921968,16.813562
CUZZAGO,3.095166163141994,2.0,32,1324,345,200,92,45.993682,8.373989
DEIVA MARINA,2.5726945444475215,1.0,62,3611,997,632,194,44.217306,9.519022
DESIO,3.62856165944837,2.0,171,8774,3052,1716,528,45.620112,9.218495
DIAMANTE BUONVICINO,3.827190043082815,2.0,34,2089,811,513,187,39.67701,15.824278
DOLO,1.0750178954903364,0.0,122,6985,769,453,150,45.453466,12.07161
DOMEGLIARA,4.9126944305067735,4.0,63,3986,2061,1404,534,45.522348,10.820408
DOMODOSSOLA,0.9067408376963351,-1.0,60,3056,685,496,209,46.115429,8.296684
DONNAFUGATA,2.1567291311754686,1.0,10,587,162,106,47,36.882055,14.568968
DUBINO,1.0165165165165164,0.0,36,2664,272,131,45,46.172802,9.432188
DUOMO VIA VERNIERI,5.25,1.0,7,8,4,3,1,,
FABRO-FICULLE,4.202059833251594,2.0,27,2039,701,409,187,42.874851,12.04123
FALCONARA MARITTIMA,1.5265536723163842,1.0,126,7965,1442,823,307,43.630577,13.397378
FANO,2.922072623419013,1.0,74,4902,1332,827,315,43.842977,13.02478
FARA SABINA,-0.48454845484548453,-1.0,118,6666,261,140,56,42.155546,12.648323
FELTRE,1.3034410844629822,1.0,48,1918,204,82,30,46.012884,11.911493
FEROLETO ANTICA PIANOPOLI,5.666666666666667,7.0,2,3,2,2,0,38.938255,16.36622
FERRUZZANO,2.887654320987654,1.0,12,810,222,134,54,38.016304,16.134486
FIGLINE VALDARNO,3.177378219841877,2.0,121,7842,2546,1452,432,43.621596,11.473652
FISCIANO,1.7272167487684729,1.0,32,1624,310,152,44,40.759095,14.77486
FIVIZZANO ROMETTA - SOLIERA,3.400348634514817,2.0,28,1721,510,235,39,44.201526,10.05953
FOGGIA,3.907549630488335,1.0,123,6901,2389,1695,930,41.466,15.555816
FONDI - SPERLONGA,2.6203233256351037,1.0,88,4330,1095,626,230,41.337663,13.424893
FONTANETTO PO,3.55261737722612,3.0,29,1853,686,341,89,45.191238,8.188697
FONTANIVA,1.0,1.0,1,1,0,0,0,45.634723,11.749038
FORLIMPOPOLI,3.6306753147653565,2.0,36,2621,773,500,188,44.194165,12.128125
FORMIGINE,2.216289592760181,2.0,20,1105,173,42,8,,
FORTE DEI MARMI SERRAVEZZA Q.,3.0864518711226734,2.0,85,4997,1623,893,249,43.97777,10.19936
FOSSACESIA - TORINO DI SANGRO,1.8450617283950617,1.0,22,1620,347,173,53,42.237648,14.525456
FRAMURA,2.982127160855552,2.0,57,3413,1094,690,220,44.201903,9.555169
FRANCAVILLA FONTANA,2.3239057239057237,1.0,22,1485,324,190,79,40.523145,17.584714
FRANCIA,0.5061770181079709,0.0,112,5909,160,63,26,38.155233,13.321938
FRATTE,1.7761467889908258,1.0,32,1635,304,144,46,40.705637,14.778362
GAGGIANO,11.5,4.0,2,2,2,1,1,45.408827,9.031117
GALLESE IN TEVERINA,1.8120162182086252,1.0,57,2713,318,106,40,42.380901,12.439732
GELA,2.0171526586620927,1.0,9,583,173,106,40,37.07283,14.259461
GENGA S.VITTORE TERME,2.2242370632463513,1.0,33,2261,551,258,81,43.403011,12.977163
GENOVA COSTA DI SESTRI PONENTE,8.5,3.0,2,2,1,1,1,44.433535,8.84553
GENOVA PEGLI,8.904761904761905,8.0,17,21,15,12,7,44.426236,8.816767
GENOVA PRA,7.0,8.0,33,44,29,28,10,44.426874,8.785356
GENOVA SESTRI PONENTE,1.288111354752598,1.0,186,10489,1322,696,256,44.422374,8.847707
GIAMPILIERI,0.7381921824104235,-1.0,39,2456,353,211,76,38.080121,15.493863
GIOIA DEL COLLE,0.5901084010840109,-1.0,48,2952,298,186,108,40.796983,16.916569
GIOIA TAURO,2.8702460850111855,0.0,78,4470,809,598,318,38.423436,15.897516
GIUGLIANO QUALIANO,2.0368864362474586,2.0,47,3443,427,137,42,40.935018,14.10378
GIUNCANO,7.85,1.0,10,20,7,5,3,42.647802,12.637694
GORGO AL MONTICANO,2.08072590738423,1.0,23,1598,242,93,27,45.784444,12.553737
GOZZANO,1.8897502153316106,1.0,18,1161,253,155,47,45.741039,8.438726
GRECCIO,3.2377577319587627,2.0,29,1552,537,219,60,42.462872,12.777009
GRICIGNANO,1.7832512315270936,1.0,37,2436,390,218,93,40.998742,14.241657
GRIGNO,2.883762200532387,2.0,15,1127,342,135,15,46.015059,11.624984
GRISOLIA S.MARIA,14.0,14.0,1,1,1,1,1,39.739731,15.821072
GRUGLIASCO,3.55,2.0,19,20,9,5,2,,
GUADAGNA,1.4383082838168473,1.0,109,5722,264,92,32,,
HONE BARD,2.300355149670218,2.0,59,1971,528,270,61,45.613918,7.741345
IL CIONFO BIN. LE CURE,1.6686131386861314,1.0,10,685,85,27,5,43.786182,11.268501
ISOLA DELLA SCALA,5.175084175084175,4.0,34,2079,1060,664,256,45.269474,11.013312
ISOLA LIRI,1.5,0.0,8,12,2,1,0,41.681712,13.581088
ITRI,2.062222222222222,1.0,45,2475,590,345,106,41.271328,13.545549
JOPPOLO,0.8696060037523452,0.0,18,1066,143,73,29,38.580318,15.897025
LA RUSTICA UIR,0.9250111259457053,0.0,69,4494,487,230,69,,
LAMA DI RENO,2.876376713868285,2.0,64,4449,1117,333,64,44.363501,11.216168
LAMBRINIA,5.047645125958379,4.0,22,1826,986,598,127,45.164376,9.527436
LANUVIO,1.5071448585037825,1.0,80,3569,530,283,103,41.672211,12.690885
LATERINA,3.239644970414201,2.0,57,3380,973,549,171,43.496458,11.660573
LAVAGNA,7.642857142857143,5.0,14,14,10,6,5,44.305677,9.346371
LECCE,2.0184105553850875,-1.0,64,3259,702,509,303,40.34566,18.165724
LECCO,2.6051097211915617,1.0,150,9433,2404,1444,583,45.856471,9.393638
LENTINI,3.9121076233183856,1.0,52,2230,687,500,266,37.300916,14.99758
LEONFORTE-PIRATO,2.9405940594059405,1.0,16,707,182,108,45,37.606305,14.376063
LETOJANNI,2.8830255057167986,1.0,38,2274,625,385,140,37.877581,15.303128
LEVICO,3.5587774294670846,3.0,17,1276,526,228,26,46.005729,11.30493
LIDO DI CLASSE-LIDO DI SAVIO,3.41268758526603,1.0,53,2932,798,536,242,44.314546,12.292722
LODI,2.61,1.0,191,11500,3274,1934,762,45.308966,9.497585
LOLLI,1.3739598629466472,1.0,116,6129,365,115,34,,
LONATO,3.213636363636364,2.0,4,220,61,37,15,45.457204,10.486714
LUGO,5.138297872340425,3.0,45,3478,1733,1072,391,44.414106,11.914723
LUZZARA,0.05372217958557176,0.0,24,1303,67,31,16,,
MACERATA UNIVERSITA',13.0,13.0,1,1,1,1,1,,
MACOMER,0.48054755043227665,-1.0,28,1388,189,138,78,40.267899,8.772279
MAGENTA,2.7295381548344224,2.0,142,9029,2374,1130,330,45.468204,8.880633
MALPENSA AEROPORTO T1,0.0004086636697997548,0.0,39,2447,0,0,0,,
MANAROLA,9.563636363636364,9.0,37,55,49,42,22,44.109904,9.727401
MANZIANA-CANALE MONTERANO,2.76612355736592,2.0,57,2946,1018,449,79,42.128246,12.134934
MARCIANISE,23.0,16.0,4,4,4,4,3,41.03596,14.287658
MARECHIARO,0.5482825664290344,0.0,55,3086,234,127,59,41.470762,12.6123
MARIANOPOLI,-1.0,-1.0,1,1,0,0,0,37.623011,13.898901
MARINA DI SAN LORENZO,2.608527131782946,2.0,11,774,184,81,23,37.919844,15.826365
MARRADI,3.979874213836478,3.0,23,1590,714,345,72,44.07973,11.619174
MARRUBIU TERRALBA ARBOREA,2.4405405405405407,1.0,45,1850,445,225,78,39.75293,8.641144
MASCALI,13.818181818181818,8.0,9,11,9,8,4,37.765403,15.1942
MASSA CENTRO,3.68621006967267,2.0,117,7607,2828,1710,549,44.023741,10.136041
MASSAFRA,16.833333333333332,19.0,5,6,4,4,4,40.582968,17.107899
MEDA,-0.0002824858757062147,0.0,53,3540,2,1,0,,
MEINA,4.3880484114977305,3.0,32,1322,572,411,167,45.794389,8.535452
MELFI,1.6098541980894923,1.0,30,1989,617,372,77,40.989871,15.646895
MERANO,2.154852780806979,1.0,26,1834,429,179,52,46.673066,11.148978
MERCATO SAN SEVERINO,1.1672597864768683,1.0,21,843,151,64,21,40.783095,14.759749
MESSINA CENTRALE,1.6342574257425742,0.0,94,5050,699,449,278,38.184975,15.561278
MESSINA MARITTIMA,22.427807486631018,10.0,11,187,115,97,80,38.14988,15.534997
MESTRINO,10.0,10.0,1,1,1,1,0,45.457878,11.773859
METAPONTO,2.992741935483871,0.0,17,1240,366,281,138,40.368496,16.815176
MIGLIARO,1.8053553038105046,1.0,18,971,100,41,18,,
MILANO AFFORI,2.0521108179419527,2.0,28,1516,280,115,22,,
MILANO GRECO PIRELLI,3.203245653879506,2.0,377,24217,7953,4510,1448,45.51272,9.214456
MILANO LAMBRATE,3.241045075246875,2.0,417,27443,8243,4828,1853,45.484933,9.237333
MILANO PORTA VITTORIA,2.2715671939385884,1.0,385,22569,6086,3589,1130,45.459579,9.21813
MILANO S. CRISTOFORO,0.7019024240564591,-1.0,120,6518,1127,718,317,45.442404,9.130258
MILANO VILLAPIZZONE,4.153759235115167,3.0,196,11505,4634,2421,623,,
MILETO,2.3654485049833887,1.0,4,301,47,25,11,38.577082,16.060041
MINUCCIANO - PIEVE - CASOLA,1.1006963042313873,1.0,30,1867,303,133,25,44.194385,10.193837
MIRA MIRANO,8.615384615384615,6.0,13,13,9,9,4,45.462943,12.118789
MIRAMARE,1.4522821576763485,1.0,47,2169,453,205,49,,
MODICA,1.8905263157894736,0.0,18,950,225,126,68,36.8529,14.754255
MOLFETTA,3.3998171368861025,2.0,151,7656,2302,1456,597,41.196008,16.596793
