stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
VERCURAGO S.GIROLAMO,3.1033898305084744,2.0,14,1180,379,211,46
VERGIATE,3.5527131782945736,2.0,53,2580,967,616,168
VERONA PORTA NUOVA,2.2058351568198393,1.0,223,13710,4171,2664,1048
VERRES,2.159133709981168,1.0,82,3186,789,431,137
VESPRI,1.7432715833624606,2.0,109,5722,376,111,33
VIADANA BRESCIANA,4.8352703385548255,3.0,24,1979,853,567,239
VIBO VALENZIA PIZZO,3.1295367365004427,0.0,52,3389,681,481,261
VICOFORTE SAN MICHELE,0.9984496124031008,1.0,18,1290,48,27,15
VIDALENGO,15.0,9.0,13,21,19,18,7
VIGNA CLARA,0.7090643274853801,0.0,9,684,42,16,6
VIGNALE,2.244186046511628,1.0,14,1032,216,79,20
VILLA LITERNO,2.009020618556701,1.0,113,6208,1252,588,227
VILLA OPICINA,1.1657142857142857,1.0,2,175,41,20,6
VILLA SAN GIOVANNI,1.8222593887790786,-1.0,114,6577,905,659,403
VILLALBA,0.6523125996810207,0.0,12,627,76,45,15
VILLAMAGGIORE,4.040632054176072,3.0,73,5759,2782,1378,232
VILLAMASSARGIA DOMUSNOVAS,-1.1848541862652868,-2.0,74,4252,117,86,53
VILLANOVA DI REGGIOLO,3.027995059695348,2.0,32,2429,634,336,142
VILLANOVA D`ARDA,2.0535087719298244,1.0,18,1140,217,131,51
VILLASPECIOSA UTA,3.5686944634313056,2.0,53,2926,1091,979,113
VILLAZZANO,2.043035993740219,1.0,17,1278,205,79,17
VILLETTA,0.1872323861424679,0.0,39,2569,65,22,6
VITTORIA,2.6217183770883055,1.0,13,838,229,155,62
VIZZINI,2.039855072463768,0.0,8,276,34,27,16
ZAGAROLO,0.6857859831511024,0.0,101,5579,553,287,95
ZAMBRONE,3.4634146341463414,3.0,18,1066,391,185,34
1`BIVIO ORVIETO NORD,10.0,10.0,1,1,1,1,0
ACATE,-0.33079847908745247,-1.0,4,263,17,8,1
ACCIANO,7.458333333333333,7.0,5,264,264,221,24
ACIREALE,2.3373879641485273,1.0,92,4686,879,609,322
ACQUAFREDDA,11.583333333333334,9.0,10,12,10,9,5
ACQUAMELA,11.5,8.0,2,2,2,2,1
ACQUANEGRA CREMONESE,5.35799522673031,3.0,8,419,181,107,46
AGLIANO CASTELNUOVO CALCEA,0.9886363636363636,0.0,16,968,68,36,14
AGNONE DI S.,13.108108108108109,0.0,3,37,17,16,12
AGRIGENTO CENTRALE,1.1664156626506024,0.0,21,1328,226,94,45
AIRUNO,3.0874976428436733,1.0,69,5303,1339,778,275
ALA,4.329028021015762,3.0,71,4568,2120,1361,449
ALANNO,5.5168,5.0,31,1875,1675,615,56
ALANO FENER VALDOBBIADENE,1.2977991746905089,1.0,31,1454,234,79,25
ALBA ADRIATICA NERETO CONTR.,3.6904632152588555,2.0,34,1835,644,412,117
ALBACINA,2.9194021101992966,2.0,63,3412,1038,525,117
ALBAIRATE VERMEZZO,1.008749189889825,0.0,95,6172,1067,631,279
ALBAREDO,17.736842105263158,15.0,15,19,18,18,14
ALBINIA,1.8049242424242424,1.0,34,2112,381,217,90
ALBONESE,3.190364277320799,2.0,31,1702,486,227,50
ALBUZZANO,3.8877995642701526,2.0,22,1836,607,339,107
ALCAMO DIRAMAZIONE,3.632034632034632,2.0,17,924,308,168,66
ALCANTARA,1.7325800376647835,1.0,48,2655,575,304,104
ALFONSINE,2.161847216227881,1.0,36,2317,395,190,70
ALTAVILLA TAVERNELLE,3.893964794635373,2.0,44,2386,948,630,206
ALVIANO,6.87434554973822,5.0,23,191,161,87,22
AMOROSI MELIZZANO,5.295955882352941,4.0,23,1088,573,412,162
ANCONA,2.1034657993698547,0.0,157,9839,2418,1712,951
ANGUILLARA,2.6353665576294016,2.0,87,5197,1370,413,85
ANNONE VENETO,2.505948653725736,2.0,23,1597,332,136,27
ANTRODOCO CENTRO,7.93304535637149,8.0,31,1852,1171,1015,645
ANZOLA,3.6445922498554078,2.0,49,3458,1135,766,305
AOSTA,2.992094861660079,2.0,40,1771,581,262,81
APRILIA,2.511265164644714,2.0,60,3462,887,367,102
ARAGONA CALDARE,1.3014678208505834,1.0,41,2657,397,188,66
ARBIA,2.040614709110867,1.0,25,911,186,77,18
ARCOLA,6.6,8.0,3,5,3,3,1
ARCORE,2.491248406166686,1.0,110,8627,2222,1269,429
ARDARA,2.0,1.0,2,2,0,0,0
ARDENNO MASINO,4.124066628374497,3.0,21,1741,710,385,117
ARECHI,0.08747300215982722,0.0,37,1852,8,5,2
ARENA PO,4.139130434782609,2.0,15,1035,364,226,81
ARENZANO,1.1027372262773723,0.0,110,5480,811,476,167
ARPINO,3.0049423393739705,2.0,13,607,170,82,30
ARSOLI,2.723981900452489,1.0,20,1326,293,139,51
ASCIANO,2.4819694868238558,2.0,31,1442,445,199,32
ASOLA,7.436921578178276,6.0,25,2053,1523,1088,355
ASSEMINI,0.25878241677395625,0.0,105,5437,290,153,57
ASSEMINI S. LUCIA,0.08478568064060292,0.0,39,2123,77,30,5
ATTIGLIANO,3.2613016992625843,2.0,43,3119,935,537,237
AULLA LUNIGIANA,1.349793293523197,1.0,69,4354,792,428,163
AVIANO,-0.09692028985507246,-1.0,24,1104,11,8,6
AVIGLIANO LUCANIA,1.5229936880072137,1.0,33,2218,326,159,50
AVIO,15.95,14.0,12,20,20,20,17
BAGHERIA,0.5956060606060606,0.0,105,6600,484,224,97
BAGNOLI AGNANO TERME,-0.1641471762692527,-1.0,184,7012,325,164,53
BAIANO DI SPOLETO,1.7070063694267517,-1.0,19,1099,219,144,68
BALDICHIERI,2.541322314049587,2.0,33,2662,587,272,40
BANDITO,1.7049608355091384,0.0,37,2681,370,168,52
BARAGIANO,4.360199004975124,3.0,18,1005,420,285,86
BARBIANELLO,8.8,8.0,9,10,9,8,3
BARBIANO,4.164086687306502,3.0,6,323,135,88,19
BARCO,0.04336043360433604,0.0,20,1107,111,38,8
BARDONECCHIA,1.173832923832924,0.0,39,1628,282,164,78
BARGA GALLICANO,3.8707838479809977,3.0,34,2105,949,459,52
BARI PALESE MACCHIE,11.592592592592593,7.0,23,27,20,16,12
BARI PARCO SUD,0.0,0.0,1,1,0,0,0
BARI VILLAGGIO DEL LAVORATORE,3.565570076611086,1.0,34,2219,998,774,67
BARILE,5.034075420263517,4.0,33,2201,1153,795,164
BASTIA,3.6634710743801655,3.0,46,3025,1242,659,121
BATTIPAGLIA,3.9738787580088712,2.0,99,6087,1870,1228,625
BAVENO,3.4596834966088923,2.0,32,1327,416,230,100
BEAULARD,2.4426399447132,1.0,67,2894,519,253,84
BELGIOIOSO,3.0441176470588234,2.0,22,1836,605,314,94
BELLANTE RIPATTONE,3.5251076040172165,4.0,22,1394,847,325,31
BELLARIA,2.7321606372386325,1.0,54,3013,612,417,222
BELLAVISTA,-8.0,-8.0,1,1,0,0,0
BELLINZAGO,3.016472868217054,2.0,14,1032,266,83,23
BELLUNO,0.33580980683506684,0.0,71,2692,150,76,38
BELVEDERE MARITTIMO,4.514314414866901,3.0,33,1991,837,511,186
BERGAMO,2.7458346945442664,2.0,117,9183,2740,1507,482
BERNALDA,2.794561933534743,2.0,4,331,114,61,21
BESANA,2.4707018673535095,2.0,39,3106,951,448,71
BESNATE,2.973932584269663,2.0,32,2225,540,288,96
BEVILACQUA,2.7118320610687023,2.0,36,2096,633,257,53
BIAGIONI LAGACCI,2.1850746268656716,2.0,12,1005,137,24,10
BIANCO,3.8294573643410854,2.0,28,1548,575,367,140
BIELLA S.PAOLO,-0.03137978772496539,-1.0,46,2167,169,89,41
BINARIO S.MARCO VECCHIO,2.04724716907458,2.0,39,2561,608,280,103
BISTAGNO,3.215243472124206,3.0,23,1417,542,263,41
BISUSCHIO VIGGIU,3.347505858721125,2.0,66,2987,729,389,148
BITETTO PALO DEL COLLE,1.1239085239085238,1.0,37,2405,177,71,30
BIVIO D`AURISINA,2.1526138279932545,1.0,50,2372,428,185,49
BIVIO EMILIA,-3.0,-3.0,1,1,0,0,0
BIVIO PC BERSAGLIO,0.0,0.0,1,1,0,0,0
BIVIO S.ANTONELLO,0.0,0.0,1,1,0,0,0
BIVIO S.LUCIA (NA),7.0,7.0,1,1,1,1,0
BOARIO TERME,0.01533406352683461,0.0,22,913,0,0,0
BOGLIASCO,10.090909090909092,7.0,10,11,8,7,4
BOLGHERI,2.855747558226897,2.0,26,1331,421,236,73
BOLOGNA BORGO PANIGALE,3.3341342756183745,2.0,110,7075,2087,740,133
BOLOGNA C.LE,1.7108331652208997,0.0,434,24785,6022,3984,1984
BOLOGNA C.LE/AV,2.923631404636665,1.0,130,10266,3314,2291,1044
BOLOGNA CORTICELLA,3.6665638494756325,2.0,51,3242,1093,648,204
BOLOGNA MAZZINI,2.4544510770827928,2.0,85,3853,592,268,77
BOLOGNA S.RUFFILLO,1.4607032057911065,1.0,85,3868,440,214,64
BONASSOLA,15.363636363636363,14.0,11,11,10,8,7
BONFERRARO,1.5240562546262029,2.0,23,1351,361,210,58
BORETTO,0.7670830271858927,0.0,25,1361,116,72,28
BORGHETTO,11.444444444444445,11.0,11,27,26,25,15
BORGO A MOZZANO,4.480078701426463,4.0,33,2033,1043,526,99
BORGO REVEL,2.4543490005402484,2.0,29,1851,495,234,85
BORGO S. GIOVANNI,0.00784313725490196,0.0,38,1785,0,0,0
BORGO S.L.RIMORELLI,7.870639534883721,7.0,28,1376,1288,953,237
BORGO SAN DALMAZZO,0.9750312109862672,1.0,36,1602,110,54,17
BORGO VALSUGANA CENTRO,2.4960753532182105,2.0,17,1274,336,123,19
BORGO VERCELLI,1.0222222222222221,0.0,34,2025,219,120,39
BORGOCHIESANUOVA,3.1320754716981134,2.0,32,2544,713,414,153
BORGOLOMBARDO,0.8475997686524003,0.0,100,3458,546,298,74
BORGOMANERO,2.2979591836734694,1.0,19,1225,300,192,50
BORGONATO - ADRO,0.0050195203569436695,0.0,39,1793,0,0,0
BORGONUOVO,3.057723020762035,3.0,63,4383,1606,645,83
BORGOSESIA,-0.5,-1.0,2,2,0,0,0
BORNATO - CALINO,0.004461795872838818,0.0,38,1793,0,0,0
BOSCHI S.ANNA,3.8842659014825442,3.0,36,2091,903,467,65
BOTRICELLO,2.805639913232104,2.0,33,2305,659,411,167
BOVISO MASCIAGO - MOMBELLO,0.9274406332453826,1.0,28,1516,99,47,9
BOZZOLO,6.221691973969631,4.0,28,2305,1310,865,319
BRACCIANO,2.732484076433121,2.0,72,4082,1260,447,89
BRENNERO,0.5736561345917112,-1.0,37,2437,419,291,142
BRESSANA ARGINE,7.875,6.0,7,8,7,5,2
BRESSANONE,3.3009820912767185,1.0,78,5193,1486,1012,477
BRIATICO,3.6116322701688555,3.0,18,1066,430,214,36
BRINDISI,2.1139294926913155,0.0,136,6978,1651,1083,540
BROLO FICARRA,1.6024340770791075,1.0,30,1972,345,187,57
BRONI,4.618527508090615,3.0,32,2472,1098,687,217
BRONZOLO,2.471745027124774,1.0,79,4424,1118,614,190
BRUCOLI,4.173913043478261,3.0,6,23,5,5,3
BRUNICO,-0.8486646884272997,-1.0,15,674,24,13,8
BUCCINO S.,2.553956834532374,2.0,14,556,192,111,41
BUSA DI VIGONZA,6.454545454545454,2.0,10,11,5,4,2
BUSCHE LENTIAI MEL,0.09509946627850557,0.0,65,2061,158,62,18
BUSSETO,2.1907261592300964,1.0,18,1143,236,124,47
BUSTO ARSIZIO,2.3223082989284225,1.0,356,21557,4932,2742,794
BUTTAPIETRA,3.985576923076923,3.0,8,416,152,62,20
Brindisi Ricerca,4.341187558906692,3.0,14,1061,430,174,63
Brindisi-Perrino,4.5259454705365,4.0,15,1137,605,194,62
CABIATE,-0.04747103701610624,0.0,53,3539,2,0,0
CAGLIARI,0.7409248055315472,0.0,87,4628,393,224,141
CAGLIARI ELMAS,1.015169194865811,1.0,100,5142,286,141,51
CAGLIARI S.GILLA,1.1180620884289747,1.0,43,2126,130,51,11
CALATABIANO,3.678117048346056,2.0,26,1572,491,257,68
CALCERANICA,3.9209702660406887,3.0,17,1278,579,243,26
CALDERARA-BARGELLINO,3.454228187919463,2.0,66,3725,1054,499,127
CALDONAZZO,2.435054773082942,2.0,17,1278,404,164,19
CALOLZIOCORTE OLGINATE,2.8619906934513675,2.0,120,8811,2561,1418,429
CALTAGIRONE,2.5869565217391304,-1.0,4,138,28,22,13
CALTIGNAGA,1.7579519006982156,1.0,20,1289,217,75,22
CALUSCO,5.739219712525667,5.0,40,3409,2248,1418,302
CALUSO,2.2675663099115866,2.0,36,2149,498,223,74
CAMPIGLIA MARITTIMA,2.747422680412371,1.0,88,5044,1357,888,351
CAMPO DI TRENS,15.0,7.0,8,9,8,7,3
CAMPOBELLO DI MAZARA,0.7135523613963038,-1.0,31,1948,251,161,79
CAMPOFRANCO,2.9921259842519685,2.0,29,2032,696,312,49
CAMPOMIGLIAIO,2.1202600216684724,2.0,14,923,199,95,21
CANCELLO,3.5964559001208216,3.0,122,7449,2752,1435,429
CANDELO,1.303030303030303,1.0,14,363,10,3,3
CANDIA CANAVESE,2.924757281553398,2.0,34,2060,572,270,95
CANEGRATE,5.851197982345523,5.0,88,5551,3711,2131,515
CANETRA,7.505509641873278,6.0,14,726,643,427,116
CANTU`- CERMENATE,6.090909090909091,6.0,39,77,58,40,8
CANZO,0.009821428571428571,0.0,32,2240,0,0,0
CAPALBIO,1.8851913477537439,0.0,27,1803,376,220,84
CAPANNELLE,2.1199000832639467,1.0,151,8407,1819,780,181
CAPODACQUA PIEVE FANONICA,7.444444444444445,-2.0,2,9,3,2,2
CAPRALBA,5.870491240123669,4.0,43,2911,1534,998,356
CAPUA,2.7259557344064387,1.0,47,2485,713,410,136
CARATE-CALO`,3.0387523629489603,2.0,40,3174,1008,472,71
CARBONA,2.707953063885267,2.0,10,767,187,45,3
CARINI,0.7227230910763569,1.0,104,5435,163,47,15
CARMIGNANO DI BRENTA,1.0,1.0,1,1,0,0,0
CARNATE USMATE,2.2405449591280653,1.0,130,9175,2358,1405,468
CARNIA,-0.9760330578512396,-2.0,28,1210,48,29,8
CARPIGNANO SESIA,2.9549597855227883,2.0,44,1865,493,178,36
CARUGO - GIUSSANO,0.00404228855721393,0.0,48,3216,0,0,0
CASALE MONFERRATO,-1.4154019111860596,-3.0,28,1779,152,90,28
CASALECCHIO GARIBALDI,1.1733181299885975,1.0,109,7016,975,362,89
CASALETTO VAPRIO,4.716295025728988,3.0,43,2915,1285,810,275
CASALGRANDE,1.56,1.0,16,775,120,65,28
CASANOVA KAISERAU,1.7094520044133872,1.0,35,2719,380,141,40
CASCINA,2.71395881006865,2.0,57,3496,1022,524,119
CASERTA,2.7286287418989814,1.0,171,9721,2916,1856,854
CASLETTO-ROGENO,2.5728328865058088,2.0,15,1119,250,112,19
CASORATE SEMPIONE,5.036920659858602,4.0,42,2546,1282,808,203
CASORIA,1.6388496824276642,1.0,87,5668,968,535,193
CASSIBILE,-1.6875,-3.0,3,16,1,1,1
CASSINE,4.314024390243903,4.0,21,1312,744,367,51
CASTANO PRIMO,0.0013708019191226869,0.0,64,2918,0,0,0
CASTEGGIO,7.857142857142857,9.0,3,7,5,5,2
CASTEGNATO,0.007936507936507936,0.0,37,1764,0,0,0
CASTEL LAGOPESOLE,2.238555228895422,1.0,35,2381,538,263,72
CASTEL MADAMA,2.344741754822651,1.0,23,1607,322,153,51
CASTEL S.ANGELO,3.4078651685393258,3.0,31,1780,633,274,73
CASTEL S.PIETRO TERME,4.069672727272727,3.0,103,6875,2804,1785,542
CASTELLAMMARE DEL GOLFO,3.987012987012987,2.0,16,847,295,158,58
CASTELLANETA,1.8514401212733704,1.0,30,1979,175,82,29
CASTELLEONE,4.77885256837892,3.0,44,2998,1303,826,333
CASTELMAGGIORE,2.914100985221675,1.0,51,3248,908,560,185
CASTELNUOVO DI GARFAGNANA,2.556422018348624,2.0,35,2180,636,302,42
CASTELPLANIO CUPRAMONTANA,1.573308957952468,0.0,43,2735,479,271,100
CASTELROSSO,1.9934994582881906,1.0,29,1846,294,106,27
CASTIGLION DEL LAGO,3.663016601907453,3.0,41,2831,1093,543,199
CASTIGLIONE COSENTINO,1.3229261622607111,1.0,67,4388,442,287,109
CASTIONE ANDEVENNO,2.8181818181818183,1.0,1,88,12,7,6
CASTIONE DEI MARCHESI,2.6536082474226803,2.0,15,970,226,103,33
CASTRO-POFI,2.0490336435218324,1.0,59,2794,331,178,69
CASTRONNO,3.2721861471861473,2.0,110,5544,1495,837,318
CATANIA AER. FONTANAROSSA,14.205882352941176,7.0,20,34,29,22,15
CATANIA EUROPA,30.0,30.0,1,1,1,1,1
CATANIA OGNINA,19.4,17.0,5,5,5,5,5
CATANZARO,3.209291835814163,3.0,38,2217,876,467,55
CAVA DEI TIRRENI,2.0179757085020245,1.0,85,6175,1196,615,190
CAVA MANARA,4.7005718954248366,3.0,32,2448,1077,707,217
CAVA TIGOZZI,3.8329355608591884,2.0,8,419,131,68,34
CAVARIA OGGIONA JERAGO,4.4685892725936815,2.0,77,5444,2166,1443,498
CAVI,5.714285714285714,5.0,6,7,5,3,1
CEGGIA,11.375,8.0,7,8,8,6,3
CELLE,3.75,2.0,4,4,2,1,0
CENTALLO,1.8871391076115485,1.0,56,3048,633,282,70
CENTOLA,11.565217391304348,12.0,15,23,18,17,13
CEPRANO-FALVATERRA,0.41344479275513757,-1.0,60,2871,228,137,61
CEREA,2.893491124260355,2.0,23,1352,300,120,43
CERIALE,8.363636363636363,7.0,8,11,6,6,4
CERIANO LAGHETTO,0.0,0.0,12,154,0,0,0
CERIGNOLA,3.0222299409517195,2.0,67,2879,839,464,136
CERLANO LAGHETTO,0.5415821501014199,-1.0,37,2465,283,149,46
CERRETO D`ESI,1.0,1.0,1,1,0,0,0
CESANO DI ROMA,1.917530045586407,1.0,121,7239,1202,373,107
CESATE,0.5758085848262595,0.0,101,8317,413,121,21
CESENA,2.2053393922181197,0.0,104,7042,1897,1367,686
CESENATICO,3.249585131098573,1.0,54,3013,773,483,237
CHAMBAVE,-1.0,-1.0,1,1,0,0,0
CHIAVENNA,1.3774436090225564,1.0,18,1330,172,85,32
CHIEUTI SERRACAPRIOLA,3.2740384615384617,2.0,10,624,253,127,30
CHIURO,2.291021671826625,1.0,5,323,60,37,15
CHIUSA,14.6875,12.0,11,16,15,13,10
CHIUSI C.T.,2.5486883059137395,1.0,82,4498,1257,780,384
CIANO D'ENZA,2.6504504504504505,2.0,10,555,169,87,12
CISANO CAPRINO BERGAMASCO,2.8110831234256928,2.0,35,2779,738,383,99
CISLAGO,0.0017974835230677051,0.0,61,3338,0,0,0
CISMON DEL GRAPPA,2.3158828748890863,2.0,15,1127,242,111,12
CISTERNA DI LATINA,1.8700137551581844,1.0,85,4362,823,450,150
CIVATE,3.845014450867052,3.0,34,2768,1064,617,164
CIVIDATE - MALEGNO,0.00881057268722467,0.0,21,908,0,0,0
CIVITANOVA MARCHE,3.0519763460939933,2.0,118,6426,1972,1184,420
CIVITAVECCHIA,2.6774024155434972,1.0,91,5713,1360,895,421
CIVITELLA ROVETO,2.583086053412463,1.0,14,674,158,80,27
CODIGORO,4.184265010351967,3.0,9,483,233,90,15
CODOGNO,4.217618219199747,2.0,87,6323,2289,1468,564
CODROIPO,2.2884986491702044,1.0,87,5182,983,522,177
COGOLETO,1.5430583137750495,1.0,111,5539,779,437,159
COLLARMELE,2.1846689895470384,1.0,10,287,58,34,12
COLLEFERRO-SEGNI-PALIANO,0.8419441944194419,0.0,100,5555,644,321,114
COLLI DEL TRONTO,4.0,4.0,1,1,1,0,0
COLORNO,3.8642121931908155,2.0,32,2526,947,631,204
COMO S. GIOVANNI,2.078334943356459,1.0,178,11387,2715,1589,523
COMPIOBBI,3.193020249892288,2.0,74,4642,1626,869,203
CONEGLIANO,0.9003873154199952,0.0,139,8262,1050,545,220
CONSELICE,4.56,4.0,4,300,163,108,37
CONTEA LONDA,3.2885270730783795,3.0,46,2641,1109,537,101
CORBETTA S. STEFANO,7.150537634408602,7.0,49,93,72,61,12
CORIGLIANO CALABRO,4.846452328159645,3.0,25,1804,825,561,221
CORMONS,1.1406123001896504,0.0,66,3691,498,276,97
CORNIGLIA,3.3085344613087835,2.0,108,4019,1198,676,206
CORNUDA,2.2671651937457513,1.0,33,1471,371,148,33
CORONELLA,3.5067720090293455,2.0,11,886,252,138,45
CORRIDONIA MOGLIANO,1.629663330300273,1.0,28,1099,166,91,31
CORTEOLONA,3.821155943293348,3.0,22,1834,785,458,102
COSIO TRAONA,4.095921883974727,3.0,21,1741,749,456,141
COSTA MASNAGA,2.96,2.0,38,3050,989,499,91
CREMA,5.186559679037111,3.0,44,2991,1290,841,343
CREMONA,3.2854895104895103,2.0,80,5720,1680,984,461
CRESCENTINO,3.4586709886547813,3.0,29,1851,654,333,93
CRESPINO DEL LAMONE,3.2904290429042904,2.0,22,1515,540,293,75
CREVALCORE,1.717284677261134,1.0,87,5097,1122,730,271
CROTONE,3.890710382513661,3.0,29,2013,824,528,213
CUCCIAGO,4.844660194174757,4.0,45,103,54,40,12
CUNEO,-0.9405719392314567,-2.0,45,2238,161,84,42
CUSANO,5.0,1.0,6,6,2,2,2
CUTRO,8.83435582822086,6.0,2,163,118,89,40
DARFO - CORNA,0.014373716632443531,0.0,24,974,0,0,0
DECIMOMANNU,0.07593741570002698,-1.0,144,7414,417,260,124
DEGO,1.6502115655853316,1.0,23,1418,129,62,38
DELEBIO,4.008036739380023,2.0,21,1742,704,449,143
DESENZANO,3.9172428694900603,2.0,68,4628,1751,1039,382
DEVIATOIO ESTREMO VERONA,1.0,1.0,1,1,0,0,0
DIANO,9.204081632653061,8.0,28,49,42,40,18
DICOMANO,4.080651268458917,3.0,45,2641,1173,607,102
DITTAINO,-0.09299191374663072,-1.0,25,742,135,79,37
DOBBIACO,0.7240356083086054,1.0,15,674,23,15,8
DOGATO,0.7561475409836066,0.0,18,976,76,33,17
DONNAZ,3.342857142857143,2.0,34,1645,568,286,62
DORIO,4.237986270022883,3.0,28,2185,930,557,170
DORMELLETTO,3.5705353653771006,2.0,49,2559,945,627,183
DOSSOBUONO,3.9537080774681153,3.0,30,2117,854,403,86
EBOLI,4.796891191709845,3.0,33,1930,804,518,226
ECCELLENTE,60.0,60.0,1,1,1,1,1
EGNA-TERMENO,3.370609159626501,3.0,80,4498,1708,902,186
ELMAS AEROPORTO,0.8768187288042883,0.0,170,9141,642,365,173
EMPOLI,0.6795451122156951,0.0,210,13278,1878,996,332
EMS-La Malfa,0.1322297566812924,0.0,70,5014,137,56,21
ENAS,1.0,1.0,1,1,0,0,0
ENNA,3.062319676860935,1.0,37,1733,481,315,137
EQUI TERME,3.2400932400932403,2.0,28,1716,510,222,34
ERBA,0.005089058524173028,0.0,41,2751,0,0,0
ESTE,1.3976133651551312,1.0,36,2095,298,150,46
FABRIANO,1.7091380801383684,1.0,58,3469,751,426,170
FAENZA,3.1704035874439462,1.0,128,8474,2406,1691,807
FALCONE,2.935483870967742,2.0,16,1085,333,134,22
FASANO,2.594912614639211,1.0,122,5779,1389,763,296
FEDERICO,0.7529997736019923,2.0,60,4417,8,4,0
FERENTINO-SUPINO,2.5435506901475486,1.0,79,4202,817,472,147
FERNO LONATE POZZOLO,0.7887466307277629,1.0,39,2968,117,44,24
FERRANDINA,3.913677130044843,2.0,12,892,280,187,88
FERRARA,1.8581833761782347,1.0,137,9336,2180,1299,543
FI ROVEZZANO,8.842105263157896,9.0,16,76,67,63,23
FIDENE,1.500608519269777,1.0,167,9860,891,381,110
FIDENZA,1.8826680141485599,1.0,156,9895,2223,1386,636
FIERA,-2.1489698890649764,-2.0,60,4417,10,5,2
FIERA DI ROMA,3.1084806397306397,3.0,156,9504,2818,841,140
FILIANO,4.398496240601504,3.0,13,931,418,270,48
FIRENZE RIFREDI,1.3628929093567252,1.0,361,21888,3474,1830,615
FIRENZE S.M.N.,1.715442304414522,0.0,362,23468,5237,3218,1462
FIUMICINO AEROPORTO,0.4868274582560297,1.0,159,10780,1061,348,95
FIVIZZANO - GASSANO,3.3132108486439193,3.0,20,1143,358,161,19
FOGNANO,5.407381615598886,5.0,21,1436,863,611,137
FOLIGNO,2.1914036265950303,1.0,73,4467,1113,675,294
FONTANAFREDDA,16.666666666666668,5.0,5,6,4,3,2
FONTECCHIO,2.737864077669903,2.0,8,103,51,49,5
FORENZA,2.9852579852579852,2.0,29,2035,590,316,84
FORMIA-GAETA,3.673328921244209,1.0,149,7555,2392,1605,773
FORNOVO,2.654562383612663,2.0,64,3222,967,592,177
FOSSALTA DI PIAVE,9.3,9.0,22,30,30,26,12
FOSSANO,1.1180654338549076,0.0,100,6327,1180,549,162
FOSSATO DI VICO GUBBIO,2.5737430167597766,1.0,26,1790,481,317,126
FRASCATI,-1.7714508580343213,-2.0,18,1282,36,20,4
FRATTAMAGGIORE,13.1,9.0,17,20,17,14,10
FRATTE CENTRO,12.166666666666666,1.0,5,6,2,2,2
FROSINONE,-0.2890447699608005,-1.0,88,4847,478,309,193
FUNO CENTERGROSS,3.5063025210084033,2.0,52,3332,1034,621,211
GAGGIO PORTA EST,8.142857142857142,6.0,6,7,6,4,2
GAIBANELLA,3.4984848484848485,2.0,12,660,208,90,27
GAIFANA,0.48663101604278075,-1.0,5,374,57,27,9
GALLIERA,4.961029411764706,3.0,43,2720,1297,800,246
GAMBETTOLA,3.2883435582822087,2.0,32,2282,716,452,127
GAMBOLO`REMONDO`,4.454081632653061,3.0,25,1960,791,342,97
GARBAGNA,3.1433628318584073,2.0,31,1695,440,212,53
GARBAGNATE PARCO GROANE,0.0003291097581043278,0.0,70,6077,0,0,0
GARLASCO,2.0152361604875573,1.0,25,1969,455,216,62
GATTEO A MARE,4.292004634994206,2.0,46,2589,695,451,224
GAVIGNANO,2.964630225080386,2.0,58,2799,605,181,44
GAVIRATE,0.002619760479041916,0.0,43,2672,0,0,0
GAVIRATE VERBANO,0.00130718954248366,0.0,12,765,0,0,0
GAVORRANO,2.3149405772495757,1.0,19,1178,287,178,61
GAZZO DI BIGARELLO,0.3464100666173205,0.0,23,1351,129,67,32
GAZZO PIEVE S. GIACOMO,4.428134556574924,3.0,8,654,268,155,45
GEMONA DEL FRIULI,0.6627842484747642,0.0,38,1803,116,60,18
GENOVA ACQUASANTA,4.647058823529412,3.0,23,1734,836,568,185
GENOVA BORZOLI,3.7474048442906573,2.0,23,1734,656,447,133
GENOVA BRIGNOLE,1.7476397761320595,1.0,297,17689,3839,2339,878
GENOVA GRANARA,15.0,15.0,1,1,1,1,1
GENOVA P.PRINCIPE,2.4278697001034124,1.0,317,19340,4669,2743,970
GENOVA PONTEDECIMO,0.45079446437724247,-1.0,56,3902,358,163,33
GENOVA QUARTO DEI MILLE,2.7099785543080612,1.0,146,7927,2025,1218,364
GENOVA RIVAROLO,1.5724267669981187,1.0,56,3721,492,229,41
GENOVA SAMPIERDARENA,1.065387749984327,1.0,265,15951,2071,1132,379
GENOVA STURLA,8.7,7.0,34,50,36,32,15
GENOVA VOLTRI,0.3255731084451835,-1.0,154,8419,1008,592,220
GHEDI,4.647832440331222,2.0,25,2053,830,545,239
GIACHERY,-5.438517179023508,-6.0,30,2212,3,1,0
GIARRE RIPOSTO,2.4773671096345513,0.0,91,4816,983,664,341
GIAVE,3.3475935828877006,2.0,11,374,75,44,20
GINOSA,3.0532544378698225,2.0,6,507,107,73,33
GIOJOSA MAREA,1.2573375262054507,1.0,32,1908,313,172,48
GIOVINAZZO,3.060787141974037,2.0,100,4853,1333,778,270
GIULIANOVA,2.3734396671289875,1.0,92,5768,1313,849,290
GLORIE,2.5089820359281436,2.0,5,334,83,45,6
GODO,5.869032663316583,4.0,40,3184,1935,1203,356
